recipe_name	image	materials_needed	size	obtained_from	sell_price	materials_needed_clean	size_clean
Plain sink	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/NH-Plain_sink.png/revision/latest/scale-to-width-down/50?cb=20200325182105"" 	 alt=""NH-Plain sink""  	class="""" 	 	data-image-key=""NH-Plain_sink.png"" 	data-image-name=""NH-Plain sink.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Wildest Dreams DIY	2,270 Bells	6x wood, 4x clay, 1x iron nugget	1.0x1.0
Pond stone	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-Pond_stone.png/revision/latest/scale-to-width-down/50?cb=20200326040840"" 	 alt=""NH-Pond stone""  	class="""" 	 	data-image-key=""NH-Pond_stone.png"" 	data-image-name=""NH-Pond stone.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	1,500 Bells	10x stone	2.0x1.0
Racoon figurine	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-Racoon_figurine.png/revision/latest/scale-to-width-down/50?cb=20200329100118"" 	 alt=""NH-Racoon figurine""  	class="""" 	 	data-image-key=""NH-Racoon_figurine.png"" 	data-image-name=""NH-Racoon figurine.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Red-leaf pile	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e4/NH-Red-leaf_pile.png/revision/latest/scale-to-width-down/50?cb=20200329082736"" 	 alt=""NH-Red-leaf pile""  	class="""" 	 	data-image-key=""NH-Red-leaf_pile.png"" 	data-image-name=""NH-Red-leaf pile.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Robot hero	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Robot_hero.png/revision/latest/scale-to-width-down/50?cb=20200326043946"" 	 alt=""NH-Robot hero""  	class="""" 	 	data-image-key=""NH-Robot_hero.png"" 	data-image-name=""NH-Robot hero.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x rocket
1x gold armor
30x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>rusted part
90x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
10x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/08/NH-gold_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211158"" 	 alt=""NH-gold nugget-icon""  	class="""" 	 	data-image-key=""NH-gold_nugget-icon.png"" 	data-image-name=""NH-gold nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>gold nugget"	NA	Nook Stop (5000 Nook Miles)	NA	1x rocket, 1x gold armor, 30x rusted part, 90x iron nugget, 10x gold nugget	NA
Rocket	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Furniture-rocket.png/revision/latest/scale-to-width-down/50?cb=20200329102914"" 	 alt=""NH-Furniture-rocket""  	class="""" 	 	data-image-key=""NH-Furniture-rocket.png"" 	data-image-name=""NH-Furniture-rocket.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Rocking chair	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Rocking_chair.png/revision/latest/scale-to-width-down/50?cb=20200326043737"" 	 alt=""NH-Rocking chair""  	class="""" 	 	data-image-key=""NH-Rocking_chair.png"" 	data-image-name=""NH-Rocking chair.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood
5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Tom Nook	960 Bells	3x wood, 5x softwood	1.0x1.0
Rocking horse	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Rocking_horse.png/revision/latest/scale-to-width-down/50?cb=20200326043722"" 	 alt=""NH-Rocking horse""  	class="""" 	 	data-image-key=""NH-Rocking_horse.png"" 	data-image-name=""NH-Rocking horse.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Island resident	600 Bells	5x softwood	1.0x1.0
Rose bed	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bb/NH-Rose_bed.png/revision/latest/scale-to-width-down/50?cb=20200329100337"" 	 alt=""NH-Rose bed""  	class="""" 	 	data-image-key=""NH-Rose_bed.png"" 	data-image-name=""NH-Rose bed.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"10x red roses
5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	10x red roses, 5x wood	2.0x2.0
Satellite	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d6/NH-Satellite.png/revision/latest/scale-to-width-down/50?cb=20200329102535"" 	 alt=""NH-Satellite""  	class="""" 	 	data-image-key=""NH-Satellite.png"" 	data-image-name=""NH-Satellite.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Sauna heater	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Sauna_heater.png/revision/latest/scale-to-width-down/50?cb=20200325182154"" 	 alt=""NH-Sauna heater""  	class="""" 	 	data-image-key=""NH-Sauna_heater.png"" 	data-image-name=""NH-Sauna heater.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"6x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0d/NH-wood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328200105"" 	 alt=""NH-wood-icon""  	class="""" 	 	data-image-key=""NH-wood-icon.png"" 	data-image-name=""NH-wood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>wood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	6x stone, 3x iron nugget, 3x wood	1.0x1.0
Scarecrow	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/NH-Scarecrow.png/revision/latest/scale-to-width-down/50?cb=20200329100133"" 	 alt=""NH-Scarecrow""  	class="""" 	 	data-image-key=""NH-Scarecrow.png"" 	data-image-name=""NH-Scarecrow.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Scattered papers	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Scattered_papers.png/revision/latest/scale-to-width-down/50?cb=20200327135741"" 	 alt=""NH-Scattered papers""  	class="""" 	 	data-image-key=""NH-Scattered_papers.png"" 	data-image-name=""NH-Scattered papers.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a2/NH-furniture-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195013"" 	 alt=""NH-furniture-icon""  	class="""" 	 	data-image-key=""NH-furniture-icon.png"" 	data-image-name=""NH-furniture-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>document stack"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class=""thumbimage "" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Island resident	400 Bells	1x document stack	1.5x1.5
Shell arch	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0e/NH-Shell_arch.png/revision/latest/scale-to-width-down/50?cb=20200328014846"" 	 alt=""NH-Shell arch""  	class="""" 	 	data-image-key=""NH-Shell_arch.png"" 	data-image-name=""NH-Shell arch.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Shell bed	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/25/NH-Shell_bed.png/revision/latest/scale-to-width-down/50?cb=20200327135359"" 	 alt=""NH-Shell bed""  	class="""" 	 	data-image-key=""NH-Shell_bed.png"" 	data-image-name=""NH-Shell bed.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-giant_clam-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211839"" 	 alt=""NH-giant clam-icon""  	class="""" 	 	data-image-key=""NH-giant_clam-icon.png"" 	data-image-name=""NH-giant clam-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>giant clam
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay
4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	NA	NA	NA	5x giant clam, 3x clay, 4x stone	NA
Shell fountain	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/NH-Shell_fountain.png/revision/latest/scale-to-width-down/50?cb=20200326061418"" 	 alt=""NH-Shell fountain""  	class="""" 	 	data-image-key=""NH-Shell_fountain.png"" 	data-image-name=""NH-Shell fountain.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-giant_clam-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211839"" 	 alt=""NH-giant clam-icon""  	class="""" 	 	data-image-key=""NH-giant_clam-icon.png"" 	data-image-name=""NH-giant clam-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>giant clam
2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	9,450 Bells	1x giant clam, 2x stone	1.5x1.5
Shell partition	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Shell_partition.png/revision/latest/scale-to-width-down/50?cb=20200328014946"" 	 alt=""NH-Shell partition""  	class="""" 	 	data-image-key=""NH-Shell_partition.png"" 	data-image-name=""NH-Shell partition.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-venus_comb-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211711"" 	 alt=""NH-venus comb-icon""  	class="""" 	 	data-image-key=""NH-venus_comb-icon.png"" 	data-image-name=""NH-venus comb-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>venus comb
4x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bc/NH-conch-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211534"" 	 alt=""NH-conch-icon""  	class="""" 	 	data-image-key=""NH-conch-icon.png"" 	data-image-name=""NH-conch-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>conch"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841"" 	 alt=""NH2.0x1.0sq""  	class="""" 	 	data-image-key=""NH2.0x1.0sq.jpg"" 	data-image-name=""NH2.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	4x venus comb, 4x conch	2.0x1.0
Shell stool	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Shell_stool.png/revision/latest/scale-to-width-down/50?cb=20200328015006"" 	 alt=""NH-Shell stool""  	class="""" 	 	data-image-key=""NH-Shell_stool.png"" 	data-image-name=""NH-Shell stool.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e9/NH-cowries-icon.png/revision/latest/scale-to-width-down/18?cb=20200328211608"" 	 alt=""NH-cowries-icon""  	class="""" 	 	data-image-key=""NH-cowries-icon.png"" 	data-image-name=""NH-cowries-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>cowries"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Message in a bottle	NA	5x cowries	1.0x1.0
Shell table	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Shell_table.png/revision/latest/scale-to-width-down/50?cb=20200328015018"" 	 alt=""NH-Shell table""  	class="""" 	 	data-image-key=""NH-Shell_table.png"" 	data-image-name=""NH-Shell table.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	NA	NA	NA	NA	NA	NA
Signpost	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8a/NH-Signpost.png/revision/latest/scale-to-width-down/50?cb=20200328235123"" 	 alt=""NH-Signpost""  	class="""" 	 	data-image-key=""NH-Signpost.png"" 	data-image-name=""NH-Signpost.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"2x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood
3x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f2/NH-softwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195710"" 	 alt=""NH-softwood-icon""  	class="""" 	 	data-image-key=""NH-softwood-icon.png"" 	data-image-name=""NH-softwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>softwood"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412"" 	 alt=""NH1.0x1.0sq""  	class="""" 	 	data-image-key=""NH1.0x1.0sq.jpg"" 	data-image-name=""NH1.0x1.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	NA	NA	2x hardwood, 3x softwood	1.0x1.0
Silo	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Silo.png/revision/latest/scale-to-width-down/50?cb=20200327130510"" 	 alt=""NH-Silo""  	class="""" 	 	data-image-key=""NH-Silo.png"" 	data-image-name=""NH-Silo.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"12x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget
6x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood
12x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/2a/NH-clay-icon.png/revision/latest/scale-to-width-down/18?cb=20200328193929"" 	 alt=""NH-clay-icon""  	class="""" 	 	data-image-key=""NH-clay-icon.png"" 	data-image-name=""NH-clay-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>clay
12x<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-stone-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195755"" 	 alt=""NH-stone-icon""  	class="""" 	 	data-image-key=""NH-stone-icon.png"" 	data-image-name=""NH-stone-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>stone"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617"" 	 alt=""NH2.0x2.0sq""  	class="""" 	 	data-image-key=""NH2.0x2.0sq.jpg"" 	data-image-name=""NH2.0x2.0sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	Nook Stop(3,000 Nook Miles)	13,920 Bells	12xiron nugget, 6xhardwood, 12xclay, 12xstone	2.0x2.0
Simple DIY workbench	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a9/NH-Simple_DIY_workbench.png/revision/latest/scale-to-width-down/50?cb=20200325182228"" 	 alt=""NH-Simple DIY workbench""  	class="""" 	 	data-image-key=""NH-Simple_DIY_workbench.png"" 	data-image-name=""NH-Simple DIY workbench.png"" 	 	 width=""50""  	 height=""50""  	 	 	 	>"	"5x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4c/NH-hardwood-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195048"" 	 alt=""NH-hardwood-icon""  	class="""" 	 	data-image-key=""NH-hardwood-icon.png"" 	data-image-name=""NH-hardwood-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>hardwood
1x <img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fa/NH-iron_nugget-icon.png/revision/latest/scale-to-width-down/18?cb=20200328195115"" 	 alt=""NH-iron nugget-icon""  	class="""" 	 	data-image-key=""NH-iron_nugget-icon.png"" 	data-image-name=""NH-iron nugget-icon.png"" 	 	 width=""18""  	 height=""18""  	 	 	 	>iron nugget"	"<img src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH1.5x1.5sq.jpg/revision/latest?cb=20200324214642"" 	 alt=""NH1.5x1.5sq""  	class="""" 	 	data-image-key=""NH1.5x1.5sq.jpg"" 	data-image-name=""NH1.5x1.5sq.jpg"" 	 	 width=""31""  	 height=""31""  	 	 	 	>"	"Mail from Nintendo after the first night on the island
Message in a bottle"	1,350 Bells	5x hardwood, 1x iron nugget	1.5x1.5
